UserID,Date,Total_Distance,Tracker_Distance,Logged_Activities_Distance,Very_Active_Distance,Moderately_Active_Distance,Light_Active_Distance,Sedentary_Active_Distance,Very_Active_Minutes,Fairly_Active_Minutes,Lightly_Active_Minutes,Sedentary_Minutes,Steps,Calories_Burned
4445114986,5/6/2016,3.029999971,3.029999971,0,0,0,3.029999971,0,0,0,229,809,4514,2211
5577150313,5/5/2016,5.639999866,5.639999866,0,2.5,0.469999999,2.670000076,0,45,21,143,1153,7550,3004
8583815059,4/20/2016,4.110000134,4.110000134,0,0,1.039999962,3.069999933,0,0,27,167,1246,5273,2647
2347167796,4/19/2016,4.440000057,4.440000057,0,0,0,4.440000057,0,0,7,382,648,6711,2346
4388161847,4/23/2016,10.18000031,10.18000031,0,4.5,0.319999993,5.349999905,0,58,5,215,749,13236,3306
5577150313,5/10/2016,6.650000095,6.650000095,0,2.559999943,0.75,3.349999905,0,104,37,194,639,8869,3841
1844505072,4/27/2016,0,0,0,0,0,0,0,0,0,1,1439,4,1348
8253242879,4/20/2016,4.269999981,4.269999981,0,0.330000013,0.819999993,3.109999895,0.01,5,18,216,1201,6466,1931
4702921684,5/12/2016,2.230000019,2.230000019,0,0,0,2.230000019,0,0,0,68,241,2752,1240
8583815059,5/6/2016,4.559999943,4.559999943,0,0.140000001,1.190000057,3.230000019,0,2,22,166,1250,5843,2683
7007744171,4/23/2016,5.409999847,5.409999847,0,0.129999995,1.129999995,4.150000095,0,2,25,223,1190,8093,2284
7086361926,4/24/2016,2.160000086,2.160000086,0,0,0,2.150000095,0,0,0,125,566,3520,2049
6117666160,4/14/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1496
6290855005,5/9/2016,4.75,4.75,0,0,0,4.730000019,0.02,0,0,264,800,6277,2175
6290855005,4/18/2016,5.210000038,5.210000038,0,0,0,5.190000057,0.02,0,0,271,1169,6885,2766
3372868164,4/25/2016,4.090000153,4.090000153,0,0,0,4.090000153,0,0,0,416,1024,5995,2010
8877689391,4/28/2016,11.30000019,11.30000019,0,4.929999828,0.379999995,5.96999979,0,58,8,231,1143,14890,3060
2022484408,4/26/2016,7.190000057,7.190000057,0,1.429999948,0.660000026,5.110000134,0,55,24,275,1086,10119,2793
1844505072,4/16/2016,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,3414,1657
3977333714,4/15/2016,6.059999943,6.059999943,0,1.049999952,1.75,3.25999999,0,15,42,183,644,9010,1468
3977333714,4/19/2016,8.779999733,8.779999733,0,2.24000001,2.450000048,3.960000038,0,19,67,221,738,12414,1638
6775888955,5/6/2016,3.369999886,3.369999886,0,0.469999999,0.930000007,1.929999948,0,12,35,75,1318,4697,2496
4702921684,4/28/2016,7.320000172,7.320000172,0,1.129999995,0.419999987,5.769999981,0,14,9,232,738,9023,3033
2026352035,5/6/2016,5.079999924,5.079999924,0,0,0,5.079999924,0,0,0,383,511,8198,1736
1644430081,4/17/2016,6.369999886,6.369999886,0,2.25,0.569999993,3.549999952,0,29,13,186,1212,8757,3011
3977333714,4/29/2016,7.75,7.75,0,3.74000001,1.299999952,2.710000038,0,36,32,150,744,10645,1545
8792009665,4/15/2016,1.590000033,1.590000033,0,0,0,1.590000033,0,0,0,126,937,2483,2009
2347167796,4/15/2016,6.920000076,6.920000076,0,0.07,1.419999957,5.429999828,0,1,24,284,720,10465,2133
4057192912,4/12/2016,4.03000021,4.03000021,0,0,0,3.940000057,0,0,0,164,1276,5394,2286
3372868164,4/26/2016,5.789999962,5.789999962,0,1.850000024,0.050000001,3.869999886,0.01,22,2,333,1083,8283,2057
6775888955,4/30/2016,1.789999962,1.789999962,0,0.159999996,0.159999996,1.480000019,0,3,9,84,1344,2503,2280
4558609924,5/2/2016,5.21999979,5.21999979,0,0,0,5.21999979,0,0,0,383,1057,7891,2066
5577150313,4/14/2016,6.420000076,6.420000076,0,3.329999924,0.310000002,2.779999971,0,118,30,176,662,8596,4022
2873212765,5/7/2016,3.380000114,3.380000114,0,2.279999971,0.550000012,0.550000012,0,75,11,52,1302,4940,1897
4558609924,5/3/2016,3.480000019,3.480000019,0,0.600000024,0.280000001,2.599999905,0,21,10,237,1172,5267,1953
5577150313,4/27/2016,5.139999866,5.139999866,0,1.809999943,0.400000006,2.930000067,0,63,16,190,773,6805,3294
4702921684,4/25/2016,7.429999828,7.429999828,0,0.49000001,0.819999993,6.110000134,0,6,15,270,730,9167,3064
6775888955,4/22/2016,0.460000008,0.460000008,0,0,0,0.460000008,0,0,0,20,1420,637,1922
2320127002,5/5/2016,3.50999999,3.50999999,0,0,0.389999986,3.109999895,0,0,11,223,1206,5202,1780
6962181067,5/12/2016,2.369999886,2.369999886,0,0,0.25,2.109999895,0,0,8,105,127,3587,928
4020332650,4/21/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
8877689391,4/22/2016,16.30999947,16.30999947,0,10.22999954,0.029999999,5.96999979,0.050000001,61,2,236,1141,18258,3427
1644430081,4/22/2016,2.670000076,2.670000076,0,0,0,2.660000086,0.01,0,0,86,1354,3673,2344
8877689391,5/8/2016,8.109999657,8.109999657,0,1.080000043,0.200000003,6.800000191,0,17,4,245,1174,10686,2847
1624580081,4/25/2016,4.21999979,4.21999979,0,0,0,4.199999809,0.02,0,0,202,1238,6497,1492
4558609924,4/15/2016,5.150000095,5.150000095,0,0.589999974,0.839999974,3.730000019,0,17,30,262,1131,7795,2121
5577150313,5/2/2016,5.559999943,5.559999943,0,1.120000005,0.349999994,4.070000172,0,37,20,235,732,7439,3014
2320127002,5/1/2016,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,40,1400,772,1403
3977333714,4/28/2016,4.880000114,4.880000114,0,1.370000005,0.289999992,3.220000029,0,15,8,190,804,7114,1407
3372868164,4/18/2016,4.639999866,4.639999866,0,1.080000043,0.200000003,3.349999905,0,20,7,343,1070,6798,2014
4702921684,4/19/2016,5.440000057,5.440000057,0,0.879999995,0.370000005,4.190000057,0,10,8,179,757,6708,2812
6962181067,4/21/2016,9.710000038,7.880000114,4.081692219,3.99000001,2.099999905,3.50999999,0.109999999,53,27,214,708,11835,2179
3372868164,4/22/2016,2.619999886,2.619999886,0,0,0,2.609999895,0.01,0,0,206,1234,3843,1669
4020332650,5/6/2016,3.130000114,3.130000114,0,0,0,3.099999905,0.01,0,0,177,855,4369,2704
6117666160,4/18/2016,3.910000086,3.910000086,0,0,0,3.890000105,0,0,0,241,759,5153,2018
2320127002,5/10/2016,4.199999809,4.199999809,0,0,0,4.199999809,0,0,0,290,1150,6227,1899
4445114986,5/4/2016,1.960000038,1.960000038,0,0,0,1.960000038,0,0,0,180,897,2923,2070
6962181067,4/24/2016,3.319999933,3.319999933,0,0,0,3.319999933,0,0,0,199,720,5029,1705
2873212765,4/28/2016,5.409999847,5.409999847,0,2.160000086,0.340000004,2.910000086,0,28,7,213,1192,7913,1835
8053475328,4/18/2016,12.65999985,12.65999985,0,9.079999924,0.230000004,3.349999905,0,102,6,195,1137,17076,3133
8792009665,4/14/2016,0.779999971,0.779999971,0,0,0,0.779999971,0,0,0,84,853,1219,1963
3372868164,4/15/2016,5.079999924,5.079999924,0,0,0,5.059999943,0.02,0,0,335,1105,7451,1908
2873212765,4/13/2016,5.119999886,5.119999886,0,0,0.219999999,4.880000114,0.02,0,8,404,1028,7618,2004
1624580081,5/11/2016,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,3134,1359
6962181067,4/17/2016,6.710000038,6.710000038,0,0.330000013,0.680000007,5.690000057,0,5,13,295,634,10145,2027
4388161847,4/26/2016,7.28000021,7.28000021,0,0.939999998,1.059999943,5.269999981,0,14,23,224,673,9461,2929
6290855005,4/22/2016,4.71999979,4.71999979,0,0,0,4.71999979,0,0,0,302,1138,6238,2796
2026352035,5/5/2016,7.539999962,7.539999962,0,0,0,7.539999962,0,0,0,475,479,12167,1926
4558609924,4/17/2016,6.400000095,6.400000095,0,0.550000012,1.139999986,4.710000038,0,7,19,304,1110,9634,2117
4388161847,5/6/2016,10.13000011,10.13000011,0,2.109999895,2.089999914,5.929999828,0,33,45,262,1100,13175,3425
1644430081,4/16/2016,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,15300,3493
8253242879,4/26/2016,3.039999962,3.039999962,0,1.179999948,0.49000001,1.370000005,0,19,14,108,1299,4562,1813
6962181067,4/27/2016,6.820000172,6.820000172,0,0.550000012,2.019999981,4.25,0,7,38,279,697,10320,2034
7007744171,4/15/2016,3.529999971,3.529999971,0,0,0,3.529999971,0,0,0,202,1238,5273,2098
7086361926,4/26/2016,7.070000172,7.070000172,0,4.159999847,0.769999981,2.119999886,0,70,33,132,726,10387,2781
2026352035,4/19/2016,1.5,1.5,0,0,0,1.5,0,0,0,141,785,2424,1356
4319703577,5/5/2016,9.489999771,9.489999771,0,2.630000114,1.409999967,5.449999809,0,27,34,328,957,13658,2530
4558609924,4/28/2016,6.25,6.25,0,0.02,0.270000011,5.949999809,0,1,11,367,985,9451,2185
7086361926,5/6/2016,8.380000114,8.380000114,0,3.819999933,1.429999948,3.119999886,0,84,35,154,834,12461,2924
4702921684,4/20/2016,7.130000114,7.130000114,0,0.159999996,1.230000019,5.730000019,0,2,29,260,717,8793,3061
8583815059,4/27/2016,9.729999542,9.729999542,0,6.599999905,0.270000011,2.869999886,0,77,5,129,1229,12474,3142
8378563200,4/29/2016,4.900000095,4.900000095,0,0.25,0.360000014,4.269999981,0,3,7,172,767,6175,2982
2026352035,4/26/2016,3.680000067,3.680000067,0,0,0,3.680000067,0,0,0,288,1018,5933,1595
7007744171,4/29/2016,14.30000019,13.42000008,4.911146164,4.309999943,2.049999952,7.949999809,0,55,42,382,961,20067,3180
1844505072,5/10/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,4/30/2016,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218,4014,1763
7086361926,4/14/2016,6.119999886,6.119999886,0,2.029999971,0.330000013,3.660000086,0,35,32,189,787,9123,2734
2347167796,4/24/2016,6.260000229,6.260000229,0,0,0,6.260000229,0,0,0,360,584,9471,2187
5577150313,4/29/2016,5.920000076,5.920000076,0,2.839999914,0.610000014,2.470000029,0,97,36,165,739,7924,3544
8253242879,4/22/2016,1.870000005,1.870000005,0,0,0,1.870000005,0,0,0,120,1320,2824,1651
2873212765,5/9/2016,5.190000057,5.190000057,0,0,0,5.190000057,0,0,0,345,1095,7726,1906
8792009665,4/21/2016,0.090000004,0.090000004,0,0,0,0.090000004,0,0,0,9,1431,144,1720
2026352035,4/25/2016,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,260,821,6017,1576
2873212765,4/22/2016,4.900000095,4.900000095,0,0.460000008,0,4.420000076,0.02,46,0,366,1028,7286,2241
4020332650,4/16/2016,1.419999957,1.419999957,0,0.449999988,0.370000005,0.589999974,0,65,21,55,1222,1982,3051
8583815059,5/1/2016,3.519999981,3.519999981,0,0.779999971,0.119999997,2.039999962,0,10,2,117,1311,4512,2596
5577150313,4/30/2016,9.239999771,9.239999771,0,5.829999924,0.790000021,2.609999895,0,207,45,163,621,12363,4501
3977333714,4/22/2016,5.960000038,5.960000038,0,2.329999924,0.579999983,3.059999943,0,33,12,188,731,8911,1481
1927972279,4/26/2016,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,3761,2638
8877689391,4/21/2016,17.62000084,17.62000084,0,12.28999996,0.419999987,4.889999866,0,82,13,226,1119,19377,3659
3372868164,4/30/2016,3.579999924,3.579999924,0,1.059999943,0.090000004,2.420000076,0.01,17,4,300,1119,5250,1946
4445114986,5/1/2016,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,240,741,5232,2246
8583815059,4/14/2016,2.450000048,2.450000048,0,0,0,2.430000067,0,0,0,134,1306,3135,2443
4319703577,4/25/2016,6.210000038,6.210000038,0,0,0.280000001,5.929999828,0,0,8,390,544,9259,2314
4702921684,4/26/2016,4.949999809,4.949999809,0,0.07,0.349999994,4.539999962,0,1,8,216,765,6108,2784
4702921684,5/11/2016,7.960000038,7.960000038,0,0.779999971,2.160000086,4.980000019,0,10,41,235,784,9810,3069
2873212765,5/11/2016,4.329999924,4.329999924,0,0,0,4.320000172,0.01,0,0,319,1121,6440,1826
5553957443,4/14/2016,11.11999989,11.11999989,0,4,2.450000048,4.670000076,0,61,41,256,693,17022,2324
4388161847,4/12/2016,7.78000021,7.78000021,0,0,0,0,0,0,0,0,1440,10122,2955
1644430081,4/28/2016,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,9405,3108
2347167796,4/25/2016,6.380000114,6.380000114,0,1.269999981,0.519999981,4.599999905,0,15,11,277,653,9482,2095
2320127002,4/27/2016,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,82,1358,1715,1481
8053475328,4/21/2016,12.51000023,12.51000023,0,9.670000076,0.25,2.579999924,0,100,6,170,1164,16057,3103
5553957443,4/20/2016,1.769999981,1.769999981,0,0,0,1.769999981,0,0,0,148,598,2713,1570
6117666160,4/17/2016,5.400000095,5.400000095,0,0,0,5.400000095,0,0,0,312,702,7150,2225
4702921684,5/2/2016,5.920000076,5.920000076,0,0.379999995,1.74000001,3.75999999,0,5,40,195,1131,7245,2859
4388161847,5/2/2016,8.399999619,8.399999619,0,3.769999981,0.079999998,4.550000191,0,33,4,204,935,10096,3147
1644430081,4/15/2016,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,5263,2750
1927972279,4/30/2016,0,0,0,0,0,0,0,0,0,0,1440,0,2064
4020332650,4/29/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
4020332650,4/12/2016,6.119999886,6.119999886,0,0.150000006,0.239999995,5.679999828,0,4,15,331,712,8539,3654
4702921684,5/8/2016,10.43000031,10.43000031,0,0.680000007,6.210000038,3.539999962,0,9,125,192,1019,12857,3287
8792009665,4/13/2016,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,82,806,1320,1934
8378563200,4/22/2016,9.670000076,9.670000076,2.092147112,4.909999847,0.589999974,4.179999828,0,113,12,159,769,12200,4044
3977333714,5/10/2016,8.779999733,8.779999733,0,0.07,5.400000095,3.309999943,0,1,115,196,676,13072,1630
4319703577,4/29/2016,5.360000134,5.360000134,0,0.449999988,0.790000021,4.119999886,0,6,18,289,624,7990,2175
4020332650,4/23/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
2347167796,4/26/2016,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,227,732,5980,1861
1624580081,4/30/2016,4.300000191,4.300000191,0,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,6474,1655
6962181067,4/14/2016,1.029999971,1.029999971,0,0,0,1.029999971,0,0,0,86,862,1551,1466
7007744171,5/6/2016,7.670000076,7.670000076,0,3,0.810000002,3.859999895,0,44,13,247,1136,11459,2553
2320127002,4/14/2016,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,191,1249,3973,1696
8378563200,5/11/2016,7.25,7.25,2.092147112,1.389999986,0.589999974,5.269999981,0,72,10,184,763,9143,3788
4558609924,4/21/2016,9.079999924,9.079999924,0,0.419999987,0.970000029,7.699999809,0,6,21,432,844,13743,2486
3372868164,4/14/2016,6.03000021,6.03000021,0,0.340000004,1.029999971,4.650000095,0.01,6,25,370,1039,8844,2065
8877689391,5/7/2016,8.130000114,8.130000114,0,0.079999998,0.959999979,6.989999771,0,105,28,271,1036,12332,4142
6775888955,5/5/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1841
5553957443,4/15/2016,10.85999966,10.85999966,0,4.159999847,1.980000019,4.710000038,0,58,38,239,689,16556,2254
1624580081,4/14/2016,5.920000076,5.920000076,0,0,0,5.909999847,0.01,0,0,236,1204,9107,1572
1624580081,4/12/2016,5.309999943,5.309999943,0,0,0,5.309999943,0,0,0,146,1294,8163,1432
8877689391,5/6/2016,19.34000015,19.34000015,0,12.78999996,0.289999992,6.159999847,0,96,17,232,1095,21727,4015
4388161847,5/12/2016,2.589999914,2.589999914,0,0,0,2.589999914,0,0,0,108,825,3369,1623
2873212765,4/27/2016,2.359999895,2.359999895,0,0,0,2.359999895,0,46,0,197,1197,3516,1966
6775888955,4/25/2016,4.639999866,4.639999866,0,2.269999981,0.460000008,1.899999976,0,33,13,92,1302,6474,2484
2873212765,4/12/2016,5.909999847,5.909999847,0,0.109999999,0.930000007,4.880000114,0,2,21,356,1061,8796,1982
1844505072,4/29/2016,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,4920,1856
1644430081,4/27/2016,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,3032,2489
2026352035,5/10/2016,0.159999996,0.159999996,0,0,0,0.159999996,0,0,0,17,1002,254,1141
7086361926,4/30/2016,9.409999847,9.409999847,0,3.119999886,1.039999962,5.239999771,0,42,17,308,584,14560,2995
1644430081,5/2/2016,2.730000019,2.730000019,0,0.07,0.310000002,2.349999905,0,1,7,148,682,3758,2580
8877689391,5/4/2016,16.29999924,16.29999924,0,10.42000008,0.310000002,5.53000021,0,66,8,212,1154,18193,3477
7086361926,4/16/2016,0.01,0.01,0,0,0,0.01,0,0,0,3,1437,31,1635
8877689391,4/29/2016,7.389999866,7.389999866,0,1.379999995,0.170000002,5.789999962,0,18,5,210,1207,9733,2698
8583815059,5/10/2016,6.429999828,6.429999828,0,0.689999998,2.00999999,3.720000029,0,9,43,162,1226,8240,2846
1503960366,4/14/2016,6.739999771,6.739999771,0,2.440000057,0.400000006,3.910000086,0,30,11,181,1218,10460,1776
1844505072,4/21/2016,5.320000172,5.320000172,0,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,8054,2062
7086361926,5/10/2016,10.78999996,10.78999996,0,7.110000134,1.200000048,2.450000048,0,72,23,106,1182,14433,2800
8877689391,4/17/2016,8.869999886,8.869999886,0,0,0.07,8.789999962,0,58,15,307,1060,15118,3545
4702921684,5/6/2016,5.630000114,5.630000114,0,0.079999998,0.660000026,4.869999886,0,1,16,207,682,6943,2859
1503960366,4/17/2016,6.480000019,6.480000019,0,3.190000057,0.779999971,2.50999999,0,38,20,164,539,9705,1728
1624580081,5/5/2016,1.610000014,1.610000014,0,0,0,1.580000043,0.02,0,0,117,1323,2470,1370
4388161847,5/10/2016,7.920000076,7.920000076,0,0.810000002,0.649999976,6.460000038,0,13,14,267,648,10299,3061
6117666160,5/7/2016,5.539999962,5.539999962,0,0,0,5.539999962,0,0,0,412,456,7336,2469
4702921684,4/30/2016,8.229999542,8.229999542,0,0.319999993,2.029999971,5.880000114,0,4,36,263,728,10144,3115
8253242879,4/23/2016,6.260000229,6.260000229,0,2.089999914,1.039999962,3.130000114,0,30,26,191,1193,9282,2132
1844505072,4/17/2016,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,4525,1793
8053475328,4/14/2016,15.97000027,15.97000027,0,12.34000015,0.209999993,3.359999895,0,119,5,193,1123,20159,3411
6290855005,4/15/2016,7.179999828,7.179999828,0,0,0,7.170000076,0.01,0,0,328,1112,9501,2896
2026352035,5/12/2016,5.510000229,5.510000229,0,0,0,5.510000229,0,0,0,343,330,8891,1364
5577150313,5/11/2016,3.039999962,3.039999962,0,1.830000043,0.300000012,0.889999986,0,45,15,63,257,4038,1665
8792009665,5/2/2016,1.169999957,1.169999957,0,0,0,1.169999957,0,0,0,101,916,1831,2015
8378563200,4/16/2016,8.890000343,8.890000343,0,5.369999886,1.070000052,2.440000057,0,64,21,142,563,11207,3363
8378563200,5/8/2016,2.329999924,2.329999924,0,0,0,2.329999924,0,0,0,139,621,2943,2685
1503960366,5/7/2016,7.710000038,7.710000038,0,2.460000038,2.119999886,3.130000114,0,37,46,175,833,11992,1821
1644430081,5/4/2016,1.679999948,1.679999948,0,0,0,1.659999967,0.02,0,0,52,1388,2309,2222
1503960366,4/22/2016,8.130000114,8.130000114,0,4.760000229,1.120000005,2.24000001,0,66,27,130,1217,12764,1827
4020332650,4/27/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1980
3977333714,4/27/2016,5.039999962,5.039999962,0,0,0.419999987,4.619999886,0,0,10,176,714,7193,1377
4388161847,4/22/2016,9.340000153,9.340000153,0,3.299999952,1.110000014,4.920000076,0,77,25,220,945,12139,3544
4558609924,5/9/2016,7.570000172,7.570000172,0,0.430000007,1.620000005,5.519999981,0,6,30,339,1065,11451,2223
4388161847,4/28/2016,7.75,7.75,0,1.289999962,0.430000007,6.03000021,0,19,9,234,878,10074,2969
1844505072,5/8/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1347
8583815059,5/9/2016,7.699999809,7.699999809,0,5.760000229,0.170000002,1.730000019,0,66,4,110,1260,9877,2947
3977333714,5/8/2016,9.090000153,9.090000153,0,0.680000007,5.239999771,3.170000076,0,9,116,171,688,13585,1633
1503960366,5/11/2016,8.130000114,8.130000114,0,2.559999943,1.00999999,4.550000191,0,36,23,251,669,12770,1783
1624580081,5/6/2016,1.120000005,1.120000005,0,0,0,1.120000005,0.01,0,0,102,1338,1727,1341
4445114986,4/25/2016,2.269999981,2.269999981,0,0,0,2.269999981,0,0,0,179,916,3385,2070
3977333714,4/12/2016,5.980000019,5.980000019,0,3.059999943,0.910000026,2.00999999,0,44,19,131,777,8856,1450
8792009665,5/6/2016,0,0,0,0,0,0,0,0,0,0,1440,0,1688
8378563200,5/9/2016,6.650000095,6.650000095,2.092147112,1.269999981,0.660000026,4.71999979,0,71,13,171,772,8382,3721
2026352035,4/23/2016,7.710000038,7.710000038,0,0,0,7.710000038,0,0,0,432,458,12357,1916
8583815059,4/13/2016,4.349999905,4.349999905,0,0.150000006,0.970000029,3.230000019,0,2,23,163,1252,5571,2654
1644430081,5/1/2016,4.460000038,4.460000038,0,0.239999995,0.99000001,3.230000019,0,3,24,146,908,6132,2696
8378563200,4/14/2016,10.56000042,10.56000042,2.253081083,5.619999886,1.029999971,3.910000086,0,123,21,174,699,13318,4163
4319703577,5/9/2016,6.960000038,6.960000038,0,0.140000001,0.560000002,6.25,0,2,14,374,490,10378,2345
5577150313,4/25/2016,4.78000021,4.78000021,0,1.350000024,0.670000017,2.75999999,0,61,38,214,743,6393,3374
8378563200,5/1/2016,9.06000042,9.06000042,0,6.03000021,0.560000002,2.470000029,0,71,10,127,669,11419,3369
8378563200,4/18/2016,10.81000042,10.81000042,2.092147112,5.050000191,0.560000002,5.199999809,0,117,10,174,720,13630,4157
4445114986,4/17/2016,1.519999981,1.519999981,0,0,0,1.519999981,0,0,0,114,1219,2268,1933
2026352035,5/1/2016,2.279999971,2.279999971,0,0,0,2.279999971,0,0,0,191,716,3609,1447
2026352035,5/8/2016,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,258,610,5528,1555
8792009665,4/22/2016,2.599999905,2.599999905,0,0.050000001,0.280000001,2.269999981,0,1,20,195,817,4068,2419
6775888955,5/1/2016,1.779999971,1.779999971,0,0.479999989,0.620000005,0.680000007,0,9,34,50,1347,2487,2319
3372868164,4/27/2016,5.420000076,5.420000076,0,1.580000043,0.629999995,3.190000057,0.01,24,13,346,1057,7904,2095
